qscode,date,close,high,low,open,vol
000300.SH,2022-05-17,4005.8934,4005.8934,3955.1018,3961.7605,10966145400.0
000300.SH,2022-05-18,3991.9069,4017.341,3964.7503,4015.0134,10807423300.0
000300.SH,2022-05-19,3999.5984,3999.5984,3933.7452,3938.2964,11629342000.0
000300.SH,2022-05-20,4077.5998,4077.6016,4020.8162,4020.8162,14706917300.0
000300.SH,2022-05-23,4053.9823,4080.9694,4029.0846,4080.9694,13047781000.0
000300.SH,2022-05-24,3959.1541,4055.783,3959.1541,4052.8675,14555433600.0
000300.SH,2022-05-25,3983.1784,3983.6236,3946.8083,3959.7672,10773401500.0
000300.SH,2022-05-26,3993.0446,4015.7468,3938.2389,3987.6815,12626368900.0
000300.SH,2022-05-27,4001.2988,4051.1428,3983.3838,4022.7095,11276933700.0
000300.SH,2022-05-30,4029.0179,4040.819,4003.3768,4020.8584,11115224100.0
000300.SH,2022-05-31,4091.5176,4096.1971,4020.3781,4031.7621,13541551300.0
000300.SH,2022-06-01,4083.1772,4094.9008,4058.8468,4086.6177,11485087900.0
000300.SH,2022-06-02,4089.5682,4091.152,4057.9135,4063.9996,11389363800.0
000300.SH,2022-06-06,4166.085,4166.6151,4063.9057,4090.5286,16787101100.0
000300.SH,2022-06-07,4179.1285,4198.0863,4155.1683,4165.6899,14299288100.0
000300.SH,2022-06-08,4219.8122,4224.8096,4158.0329,4187.1483,15737405700.0
000300.SH,2022-06-09,4175.6747,4227.4484,4160.8814,4211.7225,16844915400.0
000300.SH,2022-06-10,4238.9936,4241.3541,4140.2203,4145.6505,18479621400.0
000300.SH,2022-06-13,4189.3527,4218.2327,4156.7146,4194.4574,16847562200.0
000300.SH,2022-06-14,4222.3114,4224.0857,4102.929,4143.2232,17138590400.0
000300.SH,2022-06-15,4278.2178,4348.4226,4228.2926,4228.2926,25704659000.0
000300.SH,2022-06-16,4250.0614,4302.9212,4241.075,4282.0827,18407441600.0
000300.SH,2022-06-17,4309.0444,4318.7655,4218.6817,4219.2339,15864909800.0
000300.SH,2022-06-20,4330.4328,4368.3555,4297.8912,4322.8324,16566638200.0
000300.SH,2022-06-21,4325.5657,4357.3396,4287.1406,4327.9159,16466761500.0
000300.SH,2022-06-22,4270.6227,4333.1827,4269.2456,4331.902,15856585400.0
000300.SH,2022-06-23,4343.8781,4343.8781,4260.9002,4277.9555,17088236000.0
000300.SH,2022-06-24,4394.7723,4400.6852,4346.1221,4354.553,16897219900.0
000300.SH,2022-06-27,4444.2639,4472.6948,4414.3321,4414.3321,17738567600.0
000300.SH,2022-06-28,4490.5166,4497.8949,4407.3519,4442.5811,17475648900.0
000300.SH,2022-06-29,4421.357,4503.1307,4413.9961,4472.7346,18727668800.0
000300.SH,2022-06-30,4485.0108,4514.9968,4418.0656,4418.0656,15666628900.0
000300.SH,2022-07-01,4466.7179,4500.9853,4449.2914,4489.5204,14477959900.0
000300.SH,2022-07-04,4496.0303,4496.0338,4427.8232,4447.2159,14634565100.0
000300.SH,2022-07-05,4489.5383,4530.3245,4439.4511,4505.4572,15496241500.0
000300.SH,2022-07-06,4423.9698,4484.3615,4393.4165,4475.4815,14980023500.0
000300.SH,2022-07-07,4443.4736,4457.3431,4391.1938,4425.2814,13266090600.0
000300.SH,2022-07-08,4428.781,4479.4937,4426.8856,4468.0627,12319573900.0
000300.SH,2022-07-11,4354.6167,4406.1476,4330.5819,4406.1476,13444857800.0
000300.SH,2022-07-12,4313.6184,4370.3411,4296.6215,4352.6456,13018783800.0
000300.SH,2022-07-13,4321.4617,4341.4663,4284.9419,4313.3589,13111317900.0
000300.SH,2022-07-14,4322.0742,4352.0978,4292.7595,4308.8229,14525092600.0
000300.SH,2022-07-15,4248.5273,4344.8572,4248.5273,4299.4714,15021445300.0
000300.SH,2022-07-18,4292.5858,4300.7777,4217.5064,4262.1539,12260119200.0
000300.SH,2022-07-19,4269.3401,4288.4441,4238.8238,4288.4441,10380573000.0
000300.SH,2022-07-20,4283.8027,4303.3668,4269.9717,4291.2808,9449014400.0
000300.SH,2022-07-21,4236.0578,4283.1471,4236.0499,4270.3624,11715634400.0
000300.SH,2022-07-22,4238.2341,4275.4696,4207.3135,4251.7867,10384062400.0
000300.SH,2022-07-25,4212.6441,4234.8448,4201.919,4233.9277,8363666400.0
000300.SH,2022-07-26,4245.9758,4259.9854,4214.5343,4220.0911,8582327400.0
000300.SH,2022-07-27,4225.0357,4242.0951,4217.2809,4236.154,7890494000.0
000300.SH,2022-07-28,4225.6733,4267.9181,4223.029,4242.2743,10753193000.0
000300.SH,2022-07-29,4170.1019,4243.5143,4160.8735,4226.4245,11417928600.0
000300.SH,2022-08-01,4188.6784,4196.5743,4129.4528,4160.6478,10774902900.0
000300.SH,2022-08-02,4107.024,4144.3765,4071.431,4144.3765,14222442500.0
000300.SH,2022-08-03,4066.9754,4150.9804,4058.1792,4114.8251,11666612400.0
000300.SH,2022-08-04,4101.5367,4108.1591,4064.6594,4089.4419,8953264400.0
000300.SH,2022-08-05,4156.9111,4159.485,4097.8625,4109.6287,10257100400.0
000300.SH,2022-08-08,4148.0746,4155.7301,4135.0809,4142.1111,9020813800.0
000300.SH,2022-08-09,4156.2907,4161.8086,4131.4252,4143.666,8413695900.0
000300.SH,2022-08-10,4109.7373,4160.7871,4092.5455,4149.2071,8556583900.0
000300.SH,2022-08-11,4193.5428,4193.8115,4116.0558,4130.741,12138505100.0
000300.SH,2022-08-12,4191.152,4202.4663,4175.0501,4185.4203,10680829500.0
000300.SH,2022-08-15,4185.6794,4219.9183,4174.3,4180.0006,10589849500.0
000300.SH,2022-08-16,4177.837,4208.8006,4170.5197,4190.5269,9390613900.0
000300.SH,2022-08-17,4216.9586,4222.7866,4155.1734,4182.5668,11286465900.0
000300.SH,2022-08-18,4180.0996,4211.9141,4173.541,4205.7851,10105265000.0
000300.SH,2022-08-19,4151.0738,4185.6579,4151.0738,4174.5458,11740297800.0
000300.SH,2022-08-22,4181.3965,4183.6498,4134.2008,4135.1623,11244272000.0
000300.SH,2022-08-23,4161.0823,4187.3875,4147.4127,4175.5314,10315351200.0
000300.SH,2022-08-24,4082.4195,4174.1565,4079.0934,4168.5764,11906967900.0
000300.SH,2022-08-25,4116.2396,4119.6196,4058.7454,4093.2949,11132074500.0
000300.SH,2022-08-26,4107.5455,4139.7879,4102.6818,4127.8142,9900049300.0
000300.SH,2022-08-29,4089.5205,4092.9474,4059.5963,4063.8825,9435443200.0
000300.SH,2022-08-30,4075.7937,4093.1356,4048.5244,4088.5262,9330166200.0
000300.SH,2022-08-31,4078.8402,4112.8485,4046.6225,4057.1443,13244976500.0
000300.SH,2022-09-01,4043.7395,4090.8852,4041.1281,4066.1869,9738707100.0
000300.SH,2022-09-02,4023.6131,4056.1805,4004.911,4054.8423,8678927800.0
000300.SH,2022-09-05,4015.4264,4016.9986,3982.7395,4010.4052,9376710900.0
000300.SH,2022-09-06,4052.2802,4054.004,4009.5826,4024.4726,11350626500.0
000300.SH,2022-09-07,4054.983,4067.5437,4028.374,4032.7231,10767805900.0
000300.SH,2022-09-08,4037.6839,4067.758,4036.0226,4059.1689,10088604900.0
000300.SH,2022-09-09,4093.7874,4099.0081,4042.2498,4050.5853,11842711400.0
000300.SH,2022-09-13,4111.1145,4128.1113,4097.1408,4112.0123,11178973700.0
000300.SH,2022-09-14,4065.359,4089.0583,4047.9187,4058.0441,9079368100.0
000300.SH,2022-09-15,4027.1186,4088.8078,3998.8564,4078.6495,12395119600.0
000300.SH,2022-09-16,3932.6826,4019.4104,3932.6826,4013.5829,13719365500.0
000300.SH,2022-09-19,3928.0001,3953.6494,3910.3106,3928.4239,9771957500.0
000300.SH,2022-09-20,3932.8361,3957.5538,3921.6884,3945.6467,8482413400.0
000300.SH,2022-09-21,3903.7348,3924.3914,3884.2268,3921.3177,8645839100.0
000300.SH,2022-09-22,3869.344,3900.2736,3860.2308,3875.1771,8094691900.0
000300.SH,2022-09-23,3856.0212,3888.3958,3829.6913,3865.1049,9434246200.0
000300.SH,2022-09-26,3836.6773,3893.3186,3827.9498,3829.5958,10452603100.0
000300.SH,2022-09-27,3892.295,3893.0283,3827.9265,3844.0692,8886016000.0
000300.SH,2022-09-28,3828.7098,3879.4398,3828.0545,3879.4398,8659221300.0
000300.SH,2022-09-29,3827.1434,3873.1823,3808.6496,3864.316,8565414200.0
000300.SH,2022-09-30,3804.8853,3848.6018,3801.2798,3833.3504,7855996600.0
000300.SH,2022-10-10,3720.9365,3807.4574,3715.7142,3806.5596,10264759500.0
000300.SH,2022-10-11,3727.6867,3739.8084,3706.0629,3732.0191,8394462500.0
000300.SH,2022-10-12,3784.3064,3784.3064,3661.5255,3722.8659,10808931900.0
000300.SH,2022-10-13,3752.6729,3783.596,3749.6393,3756.4176,9901891500.0
000300.SH,2022-10-14,3842.4698,3863.2265,3780.8415,3783.316,11624229300.0
000300.SH,2022-10-17,3846.4119,3849.6207,3809.1196,3822.2428,10419201900.0
000300.SH,2022-10-18,3838.2667,3870.2155,3831.1723,3865.8258,8834690700.0
000300.SH,2022-10-19,3776.5335,3840.487,3776.5335,3827.4658,8157484400.0
000300.SH,2022-10-20,3754.9269,3804.2468,3726.7925,3746.5793,9029089500.0
000300.SH,2022-10-21,3742.8929,3768.6895,3724.69,3753.8903,9875003800.0
000300.SH,2022-10-24,3633.3733,3762.158,3619.9876,3727.915,13005686400.0
000300.SH,2022-10-25,3627.4542,3670.7327,3594.7011,3621.9356,11095388200.0
000300.SH,2022-10-26,3656.9027,3700.8797,3633.3107,3633.3107,12130154800.0
000300.SH,2022-10-27,3631.1448,3685.0837,3631.0639,3667.6645,11799867500.0
000300.SH,2022-10-28,3541.3295,3618.864,3533.4993,3605.1598,11877216200.0
000300.SH,2022-10-31,3508.7034,3553.3871,3495.9509,3504.507,13846565500.0
000300.SH,2022-11-01,3634.1732,3634.1732,3517.6209,3519.8174,14928669800.0
000300.SH,2022-11-02,3677.8051,3703.465,3610.8029,3620.3693,14159291900.0
000300.SH,2022-11-03,3647.8966,3670.1574,3628.4987,3645.0604,11056603500.0
000300.SH,2022-11-04,3767.1746,3782.8823,3646.7709,3646.7709,14973494900.0
000300.SH,2022-11-07,3775.2971,3792.7942,3746.3715,3754.5227,12982637100.0
000300.SH,2022-11-08,3749.3251,3779.1156,3723.3415,3773.6612,9901645100.0
000300.SH,2022-11-09,3714.2704,3760.4068,3711.268,3750.7821,8943452500.0
000300.SH,2022-11-10,3685.6885,3701.5306,3665.0585,3685.8274,10350930200.0
000300.SH,2022-11-11,3788.4387,3828.9004,3747.0902,3787.7568,18968558600.0
000300.SH,2022-11-14,3794.0171,3848.4116,3781.7778,3818.1447,16966504800.0
000300.SH,2022-11-15,3865.9726,3871.6424,3775.4988,3788.926,15151565000.0
000300.SH,2022-11-16,3834.3899,3877.6781,3829.3126,3860.811,12061096400.0
000300.SH,2022-11-17,3818.664,3821.7419,3776.5739,3821.2709,10594063200.0
000300.SH,2022-11-18,3801.5686,3840.3018,3801.5686,3823.8207,11507877700.0
000300.SH,2022-11-21,3769.1269,3769.8731,3733.9954,3769.627,9586696600.0
000300.SH,2022-11-22,3769.5727,3809.8582,3751.0448,3766.0817,14448633400.0
000300.SH,2022-11-23,3773.5287,3791.1782,3753.2136,3760.2157,14452791100.0
000300.SH,2022-11-24,3756.8082,3804.8987,3751.3818,3791.5399,10107344700.0
000300.SH,2022-11-25,3775.7764,3790.566,3743.4138,3751.2822,14292971100.0
000300.SH,2022-11-28,3733.2424,3736.0813,3672.1306,3701.902,12782574800.0
000300.SH,2022-11-29,3848.4224,3854.7742,3766.5702,3766.5702,17870139200.0
000300.SH,2022-11-30,3853.0365,3867.6591,3833.8272,3836.5598,15751140000.0
000300.SH,2022-12-01,3894.7687,3944.5645,3893.8718,3921.2954,16996458500.0
000300.SH,2022-12-02,3870.9478,3898.1146,3865.8844,3886.4034,11678635000.0
000300.SH,2022-12-05,3946.8759,3947.476,3900.6742,3907.6375,20174722100.0
000300.SH,2022-12-06,3968.1979,3988.9007,3922.9969,3929.0063,15510832300.0
000300.SH,2022-12-07,3958.4409,3999.5864,3944.1831,3956.6722,14300135600.0
000300.SH,2022-12-08,3959.1798,3971.4927,3941.2966,3953.199,11519998600.0
000300.SH,2022-12-09,3998.2442,4003.3178,3944.4396,3961.9919,15377495400.0
000300.SH,2022-12-12,3953.4433,3983.4332,3950.3203,3976.1722,12593536800.0
000300.SH,2022-12-13,3945.6813,3964.3957,3939.9795,3953.5482,10099410000.0
000300.SH,2022-12-14,3954.8857,3972.7381,3935.7668,3952.7885,9852800600.0
000300.SH,2022-12-15,3951.9885,3963.5002,3926.4997,3954.672,8886472500.0
000300.SH,2022-12-16,3954.227,3960.4705,3929.4873,3931.2318,9317856700.0
000300.SH,2022-12-19,3893.2207,3966.5679,3878.4367,3952.7707,10691907500.0
000300.SH,2022-12-20,3829.0173,3881.2729,3811.4759,3881.2257,8309682200.0
000300.SH,2022-12-21,3830.5384,3853.7272,3821.4037,3839.0009,6483921500.0
000300.SH,2022-12-22,3836.028,3882.1263,3821.3418,3859.2041,8370517300.0
000300.SH,2022-12-23,3828.2188,3848.3436,3805.9487,3811.6164,6527814800.0
000300.SH,2022-12-26,3843.4887,3856.8066,3827.5186,3830.5682,7300571200.0
000300.SH,2022-12-27,3887.854,3891.8497,3856.58,3860.9054,7751535000.0
000300.SH,2022-12-28,3871.2644,3884.7205,3854.9406,3874.9132,8442465600.0
000300.SH,2022-12-29,3856.7007,3868.2933,3838.4803,3854.2363,7939481500.0
000300.SH,2022-12-30,3871.6338,3887.5527,3868.7569,3873.9358,7877327200.0
000300.SH,2023-01-03,3887.8992,3893.9904,3831.245,3864.8356,11505187500.0
000300.SH,2023-01-04,3892.9477,3905.9032,3873.6549,3886.2504,11066074300.0
000300.SH,2023-01-05,3968.5782,3974.875,3912.26,3913.4928,11650239500.0
000300.SH,2023-01-06,3980.8888,4000.4143,3966.4696,3969.5493,11095303800.0
000300.SH,2023-01-09,4013.1196,4023.0898,3990.7073,3998.5278,11705442500.0
000300.SH,2023-01-10,4017.4737,4030.4574,4002.2297,4014.7125,10175114100.0
000300.SH,2023-01-11,4010.0309,4043.3991,4008.0153,4019.8844,9999788900.0
000300.SH,2023-01-12,4017.8692,4030.2876,4003.5079,4021.7547,9055262700.0
000300.SH,2023-01-13,4074.3772,4074.3772,4027.8864,4032.2906,9587189600.0
000300.SH,2023-01-16,4137.9643,4177.1035,4076.6394,4077.8793,15139545500.0
000300.SH,2023-01-17,4137.2422,4148.5838,4118.157,4138.8433,9547904000.0
000300.SH,2023-01-18,4130.3143,4151.4577,4125.7687,4140.1019,8420064500.0
000300.SH,2023-01-19,4156.0077,4156.0077,4105.9797,4125.5772,9460839800.0
000300.SH,2023-01-20,4181.5267,4189.831,4161.6698,4166.8444,12355380900.0
000300.SH,2023-01-30,4201.345,4268.1522,4197.8596,4267.6248,16460706400.0
000300.SH,2023-01-31,4156.8578,4212.7347,4153.0484,4200.5813,12455083500.0
000300.SH,2023-02-01,4195.9332,4195.9332,4137.7659,4170.1322,14100895400.0
000300.SH,2023-02-02,4181.1493,4207.4123,4170.5565,4207.4123,13382373600.0
000300.SH,2023-02-03,4141.6319,4162.0258,4103.1654,4162.0258,11704122100.0
000300.SH,2023-02-06,4086.8779,4105.9445,4065.2224,4103.8307,11019271700.0
000300.SH,2023-02-07,4094.2335,4107.3438,4077.9623,4098.3117,9136007200.0
000300.SH,2023-02-08,4076.1411,4111.4745,4072.6474,4099.8573,8478609900.0
000300.SH,2023-02-09,4130.8565,4130.8565,4064.7489,4067.5631,10228996100.0
000300.SH,2023-02-10,4106.3097,4125.2893,4092.3472,4124.0986,9671673300.0
000300.SH,2023-02-13,4143.574,4146.45,4092.2729,4098.8795,12889257700.0
000300.SH,2023-02-14,4145.2902,4152.0487,4125.2583,4151.247,10249989000.0
000300.SH,2023-02-15,4123.6893,4153.7159,4115.9671,4146.8547,12166450800.0
000300.SH,2023-02-16,4093.4876,4167.9003,4068.8591,4125.4087,15931058500.0
000300.SH,2023-02-17,4034.507,4104.6398,4032.9285,4086.2237,11614258900.0
000300.SH,2023-02-20,4133.4896,4134.8623,4035.4762,4039.9623,16179448100.0
000300.SH,2023-02-21,4144.3536,4151.7994,4116.2716,4130.0632,14577617300.0
000300.SH,2023-02-22,4106.9506,4134.8759,4101.8596,4118.9669,10429029500.0
000300.SH,2023-02-23,4103.6463,4132.3896,4088.2073,4106.2136,10356490600.0
000300.SH,2023-02-24,4061.0457,4102.6094,4048.2374,4100.9897,10098942500.0
000300.SH,2023-02-27,4043.8444,4067.0296,4034.5237,4040.4571,9378763000.0
000300.SH,2023-02-28,4069.4587,4074.2639,4026.4476,4058.1298,11032359100.0
000300.SH,2023-03-01,4126.9415,4135.4812,4061.2167,4068.7331,15601579400.0
000300.SH,2023-03-02,4117.7377,4137.2525,4113.8264,4119.9919,14821763700.0
000300.SH,2023-03-03,4130.5513,4135.2116,4100.3827,4126.0183,16033174100.0
000300.SH,2023-03-06,4109.0102,4132.8367,4088.4484,4131.1525,16297180700.0
000300.SH,2023-03-07,4048.8519,4124.9609,4046.5679,4103.6419,19591206800.0
000300.SH,2023-03-08,4034.1077,4037.287,4011.5231,4030.7387,11793649300.0
000300.SH,2023-03-09,4019.8505,4043.8493,4000.8901,4035.8433,11653962900.0
000300.SH,2023-03-10,3967.1352,4004.3612,3966.428,3991.7959,12385540900.0
000300.SH,2023-03-13,4008.686,4008.686,3962.6426,3962.6426,14356137000.0
000300.SH,2023-03-14,3984.6956,4001.9415,3946.9405,3999.8803,15054417400.0
000300.SH,2023-03-15,3986.902,4018.7495,3986.902,4011.8444,14202600700.0
000300.SH,2023-03-16,3939.1505,3981.321,3936.4758,3958.1962,15251564400.0
000300.SH,2023-03-17,3958.8194,4004.2153,3945.2501,3971.1585,17743381800.0
000300.SH,2023-03-20,3939.077,3979.5485,3935.0161,3962.6625,20526497000.0
000300.SH,2023-03-21,3982.3782,3982.7047,3948.1573,3948.1573,14509067900.0
000300.SH,2023-03-22,3999.4427,4016.4495,3986.7093,3993.7849,14922897000.0
000300.SH,2023-03-23,4039.0895,4039.0895,3983.9986,3985.9928,15888742100.0
000300.SH,2023-03-24,4027.0457,4037.8417,4017.0028,4035.1564,15944233000.0
000300.SH,2023-03-27,4012.4771,4023.3028,3987.0297,4023.3028,16848227900.0
000300.SH,2023-03-28,3999.5147,4023.7834,3994.5999,4015.6973,13189511700.0
000300.SH,2023-03-29,4006.144,4017.7572,3992.6662,4013.5926,13374351000.0
000300.SH,2023-03-30,4038.5257,4040.5023,3983.8958,4009.5573,14990103700.0
000300.SH,2023-03-31,4050.9257,4063.5675,4039.9587,4045.4538,13884254600.0
000300.SH,2023-04-03,4090.5676,4094.9376,4059.0607,4059.6227,18212431300.0
000300.SH,2023-04-04,4103.1052,4103.1583,4080.0682,4089.2932,19714663100.0
000300.SH,2023-04-06,4096.64,4098.8332,4078.4048,4084.132,15070337400.0
000300.SH,2023-04-07,4123.2799,4131.3126,4092.1848,4096.9009,12867673800.0
000300.SH,2023-04-10,4104.8118,4132.2952,4099.0519,4132.0096,15245300200.0
000300.SH,2023-04-11,4100.1479,4116.1247,4083.4946,4108.5062,15390133300.0
000300.SH,2023-04-12,4097.2876,4108.2451,4090.2784,4102.3968,16596527800.0
000300.SH,2023-04-13,4068.9786,4088.8809,4059.5744,4081.3871,15644429500.0
000300.SH,2023-04-14,4091.9988,4098.2151,4075.2049,4078.9703,15069568200.0
000300.SH,2023-04-17,4149.3836,4149.3836,4089.509,4090.0719,18877309500.0
000300.SH,2023-04-18,4162.032,4169.6678,4138.4618,4139.3088,17018413000.0
000300.SH,2023-04-19,4124.5589,4159.3938,4118.6261,4159.3938,16255459200.0
000300.SH,2023-04-20,4113.0192,4125.8231,4094.0022,4122.9461,16270667700.0
000300.SH,2023-04-21,4032.5672,4114.2642,4031.9123,4114.2642,18080243500.0
000300.SH,2023-04-24,3982.6429,4033.6367,3967.907,4031.303,17009921700.0
000300.SH,2023-04-25,3962.6658,3991.6868,3925.436,3985.1055,17255540900.0
000300.SH,2023-04-26,3959.2323,3975.6562,3934.6625,3950.2553,16270200600.0
000300.SH,2023-04-27,3988.4185,3999.1302,3942.8152,3948.0313,15382819500.0
000300.SH,2023-04-28,4029.0858,4030.4469,3993.2561,3993.2561,17950848800.0
000300.SH,2023-05-04,4030.2471,4035.7832,4001.1259,4013.4713,22758284600.0
000300.SH,2023-05-05,4016.8774,4047.6015,3998.392,4031.0946,20662692400.0
000300.SH,2023-05-08,4062.6624,4070.7724,4018.9608,4028.1056,25558308500.0
000300.SH,2023-05-09,4027.8754,4092.8501,4026.3886,4065.439,27930604800.0
000300.SH,2023-05-10,3996.8695,4019.0587,3984.6287,4017.9358,20755270900.0
000300.SH,2023-05-11,3990.6637,4018.0579,3988.4816,4005.7823,14480461900.0
000300.SH,2023-05-12,3937.7622,3999.3831,3937.5274,3987.769,14442172800.0
000300.SH,2023-05-15,3998.8872,3998.8872,3923.0317,3938.83,17625736200.0
000300.SH,2023-05-16,3978.2054,4005.015,3966.9921,4002.5237,13683327100.0
000300.SH,2023-05-17,3960.165,3982.6044,3945.7137,3971.7017,11844818500.0
000300.SH,2023-05-18,3956.0701,3982.7178,3939.5526,3965.5162,13653394700.0
000300.SH,2023-05-19,3944.5403,3967.2816,3928.316,3946.2215,12021247900.0
000300.SH,2023-05-22,3969.3277,3985.4031,3935.8015,3941.0015,10911660500.0
000300.SH,2023-05-23,3913.1882,3971.939,3913.1882,3968.2346,11868507700.0
000300.SH,2023-05-24,3859.0935,3903.7818,3859.0935,3903.7818,13725826500.0
000300.SH,2023-05-25,3850.4996,3861.3815,3817.8365,3851.4053,12415077000.0
000300.SH,2023-05-26,3850.9511,3859.6291,3815.5701,3848.4174,10032643900.0
000300.SH,2023-05-29,3833.9416,3866.7238,3819.1822,3862.0838,13185996700.0
000300.SH,2023-05-30,3837.7531,3844.0052,3789.2736,3827.7924,13761962900.0
000300.SH,2023-05-31,3798.5434,3827.1634,3781.4034,3827.1634,12638736800.0
000300.SH,2023-06-01,3806.8679,3832.2051,3786.7344,3788.5902,13456188100.0
000300.SH,2023-06-02,3861.8337,3865.2843,3821.6198,3821.6198,12501511000.0
000300.SH,2023-06-05,3844.2492,3860.5557,3832.4578,3860.5557,11616398900.0
000300.SH,2023-06-06,3808.1629,3867.8452,3802.8449,3840.4587,12578125800.0
000300.SH,2023-06-07,3789.3418,3823.1124,3780.1021,3815.4823,9886243200.0
000300.SH,2023-06-08,3820.1867,3834.3888,3777.7752,3791.0826,11870093400.0
000300.SH,2023-06-09,3836.7026,3836.7026,3811.2189,3822.4088,13431986300.0
000300.SH,2023-06-12,3844.4324,3859.7156,3813.8577,3827.3253,12675854300.0
000300.SH,2023-06-13,3864.9074,3867.3034,3833.4598,3838.1287,11092494600.0
000300.SH,2023-06-14,3864.0247,3891.6656,3862.0609,3872.7155,12495575900.0
000300.SH,2023-06-15,3925.4994,3925.4994,3871.7746,3871.7746,12836993800.0
000300.SH,2023-06-16,3963.3509,3968.0128,3928.5419,3932.2114,13976007600.0
000300.SH,2023-06-19,3930.9079,3957.0327,3922.4742,3957.0327,13490584800.0
000300.SH,2023-06-20,3924.2377,3937.4945,3918.473,3926.094,12252031800.0
000300.SH,2023-06-21,3864.0323,3920.1276,3864.0323,3909.1044,11834657500.0
000300.SH,2023-06-26,3809.6962,3841.2862,3801.0537,3833.4436,13399041900.0
000300.SH,2023-06-27,3845.4334,3851.8957,3806.3242,3811.6872,11699268100.0
000300.SH,2023-06-28,3840.7986,3846.8516,3808.1607,3836.6086,10702154100.0
000300.SH,2023-06-29,3821.8435,3840.7132,3817.3759,3836.7305,9828927400.0
000300.SH,2023-06-30,3842.4516,3860.0311,3813.552,3816.3345,10126842900.0
000905.SH,2013-07-01,3304.591,3304.591,3210.662,3226.624,3532662900.0
000905.SH,2013-07-02,3359.053,3359.123,3295.327,3304.987,4038507400.0
000905.SH,2013-07-03,3364.184,3372.631,3288.019,3346.107,4431065700.0
000905.SH,2013-07-04,3390.488,3427.378,3325.268,3342.011,4693895500.0
000905.SH,2013-07-05,3371.529,3427.984,3371.315,3392.584,4395283200.0
000905.SH,2013-07-08,3240.477,3322.135,3240.105,3322.135,3995247000.0
000905.SH,2013-07-09,3259.911,3263.391,3210.731,3231.699,3009463500.0
000905.SH,2013-07-10,3361.395,3361.395,3257.904,3259.845,4186412600.0
000905.SH,2013-07-11,3455.884,3484.787,3364.229,3364.841,6332352100.0
000905.SH,2013-07-12,3425.135,3490.497,3424.277,3453.441,5180821300.0
000905.SH,2013-07-15,3493.441,3493.721,3431.497,3432.257,4658588700.0
000905.SH,2013-07-16,3536.313,3536.313,3474.361,3496.728,4931472400.0
000905.SH,2013-07-17,3485.074,3552.368,3474.363,3529.714,5004677800.0
000905.SH,2013-07-18,3481.201,3505.185,3445.326,3476.181,4598343600.0
000905.SH,2013-07-19,3394.306,3510.11,3394.306,3479.531,5098659500.0
000905.SH,2013-07-22,3461.281,3461.699,3359.386,3374.572,4199297200.0
000905.SH,2013-07-23,3544.966,3545.054,3470.598,3470.598,5354383300.0
000905.SH,2013-07-24,3566.282,3575.004,3500.079,3536.155,5654974300.0
000905.SH,2013-07-25,3498.242,3572.547,3496.311,3561.507,5086679000.0
000905.SH,2013-07-26,3494.159,3520.493,3449.607,3486.957,3935843200.0
000905.SH,2013-07-29,3426.593,3484.639,3423.772,3477.264,3919105400.0
000905.SH,2013-07-30,3411.219,3449.539,3349.551,3426.956,3659272800.0
000905.SH,2013-07-31,3430.743,3462.095,3418.715,3428.134,3582566100.0
000905.SH,2013-08-01,3521.152,3521.156,3429.716,3435.084,4422596400.0
000905.SH,2013-08-02,3533.609,3563.186,3528.641,3535.887,4726402100.0
000905.SH,2013-08-05,3592.538,3592.872,3528.85,3531.652,4172185000.0
000905.SH,2013-08-06,3631.124,3638.705,3581.526,3589.52,4979607000.0
000905.SH,2013-08-07,3596.318,3644.212,3589.339,3628.004,5261651700.0
000905.SH,2013-08-08,3605.85,3627.247,3577.58,3589.162,4244996800.0
000905.SH,2013-08-09,3618.744,3637.908,3570.78,3611.776,4435769100.0
000905.SH,2013-08-12,3676.195,3676.197,3628.945,3629.509,5649268700.0
000905.SH,2013-08-13,3695.552,3695.56,3669.491,3677.115,5264948300.0
000905.SH,2013-08-14,3681.082,3706.771,3662.041,3694.68,5298329000.0
000905.SH,2013-08-15,3631.321,3686.261,3629.337,3674.653,4373973600.0
000905.SH,2013-08-16,3554.348,3688.689,3550.818,3611.284,5363560100.0
000905.SH,2013-08-19,3609.028,3609.167,3522.152,3528.908,3846959400.0
000905.SH,2013-08-20,3599.637,3634.048,3580.194,3606.614,4315981900.0
000905.SH,2013-08-21,3627.501,3627.914,3577.818,3596.933,4261988400.0
000905.SH,2013-08-22,3636.469,3650.114,3615.706,3621.886,4613253500.0
000905.SH,2013-08-23,3627.97,3654.729,3560.133,3644.676,5483723100.0
000905.SH,2013-08-26,3703.593,3703.794,3627.311,3629.357,5352258900.0
000905.SH,2013-08-27,3732.098,3732.219,3691.161,3702.582,5746790700.0
000905.SH,2013-08-28,3703.92,3740.129,3680.496,3707.533,7020592900.0
000905.SH,2013-08-29,3701.083,3715.846,3679.08,3703.046,6293668600.0
000905.SH,2013-08-30,3664.148,3727.3,3645.362,3702.847,7706919600.0
000905.SH,2013-09-02,3689.959,3695.087,3633.461,3674.684,6286094400.0
000905.SH,2013-09-03,3744.871,3745.235,3680.147,3685.337,5962664600.0
000905.SH,2013-09-04,3755.239,3766.414,3734.778,3747.227,6236384800.0
000905.SH,2013-09-05,3762.569,3776.004,3741.457,3749.938,6068110500.0
